state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,state_sector_ct,carnegie_ct,cohort_size,awards_per_state_value_f
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.003391703552177568,0.08606856309263312,0.2574955908289242,0.36809815950920255,0.019965752225206097,0.4527542996986245,1.0,0.72,0.9012474012474012,0.0038139549605152798,0.2,0.10783316378433368,0.08,,,0.098,0.04,0.139,0.02,0.836,0.97,0.41000000000000003,0.02,0.618,0.6363636363636365,0.13043478260869565,0.6627906976744186,0.007456248459452797,0
Southeast,4-year,Private for-profit,Associates,0.0,0.0,0.003385825383109669,0.10576221735959154,0.45679012345679026,0.49693251533742355,0.014424390322400487,0.028664657496997578,0.1815676589106981,0.81,0.49999999999999994,0.004304546677428033,0.49,0.11204766749019039,0.7000000000000001,,,0.053,0.1,0.053,0.01,0.713,0.59,0.19399999999999998,0.01,0.146,0.4040404040404041,0.06956521739130435,0.2383720930232558,0.0011091939857037218,1
Southeast,2-year,Public,Associates,0.0,0.0,0.01357857054684607,0.12326768781911014,0.22398589065255736,0.0,0.008691816409966122,0.16908748951983865,0.16878980891719747,0.65,0.5478170478170478,0.016363607589928626,0.33,0.11243520806084388,0.8,0.0001708286185832001,0.37,0.083,0.44,0.129,0.21,0.512,0.74,0.541,0.33,0.41600000000000004,0.7171717171717172,0.20869565217391303,0.5581395348837209,0.03198175992112398,0
Southeast,2-year,Public,Associates,0.0,0.0,0.025505375585612593,0.08242159008023342,0.22398589065255736,0.0,0.010493184995726127,0.16908748951983865,0.16878980891719747,0.8,0.5738045738045738,0.029039864533383974,0.55,0.10955287506660855,0.76,,,0.095,0.5,0.1,0.1,0.489,0.68,0.521,0.25,0.381,0.6565656565656566,0.20869565217391303,0.18992248062015504,0.06421000739462657,0
Southeast,4-year,Private not-for-profit,Baccalaureate,0.0,0.0,0.01524797056212931,0.15317286652078774,0.2574955908289242,0.36809815950920255,0.009846471901773823,0.4527542996986245,1.0,0.23,0.6767151767151768,0.020771020272515785,0.78,0.15508889211839366,0.15,0.0021928327815329473,0.18,0.106,0.05,0.22899999999999998,0.06,0.5820000000000001,0.85,0.5,0.06,0.424,0.36363636363636365,0.13043478260869565,0.6627906976744186,0.017993591323638154,0
Southeast,2-year,Public,Associates,1.0,0.0,0.033940548198047274,0.10211524434719184,0.22398589065255736,0.0,0.010342297895058684,0.16908748951983865,0.16878980891719747,0.79,0.5311850311850311,0.036533257370744913,0.63,0.11032795620791552,0.77,0.0002590368538796656,0.46,0.07400000000000001,0.38,0.14400000000000002,0.27,0.6,0.88,0.559,0.42,0.46299999999999997,0.797979797979798,0.20869565217391303,0.24612403100775193,0.09378851368005915,0
Southeast,2-year,Public,Associates,0.0,0.0,0.027409902363611783,0.12107950401167034,0.22398589065255736,0.0,0.0058471117993902045,0.16908748951983865,0.16878980891719747,0.3,0.4698544698544698,0.028311889727642467,0.53,0.1125563144891731,0.8,1.317136545150842e-05,0.04,0.023,0.05,0.149,0.28,0.555,0.81,0.56,0.42,0.598,0.9393939393939394,0.20869565217391303,0.5581395348837209,0.05866403746610796,0
Southeast,2-year,Public,Associates,0.0,0.0,0.03090741295901153,0.13347921225382933,0.22398589065255736,0.0,0.008116097874044294,0.16908748951983865,0.16878980891719747,0.58,0.5415800415800416,0.0352355631518144,0.62,0.10950443249527686,0.76,,,0.11900000000000001,0.61,0.195,0.47000000000000003,0.502,0.7000000000000001,0.637,0.77,0.334,0.5252525252525253,0.20869565217391303,0.5581395348837209,0.06685974858269657,0
Southeast,2-year,Public,Associates,0.0,0.0,0.010122207134921615,0.1699489423778264,0.22398589065255736,0.0,0.008315450592993878,0.16908748951983865,0.16878980891719747,0.61,0.5966735966735967,0.01219357799617022,0.23,0.11282274863149737,0.8,,,0.106,0.55,0.24800000000000003,0.66,0.7690000000000001,0.98,0.531,0.29,0.48200000000000004,0.8282828282828284,0.20869565217391303,0.5581395348837209,0.025511461671185603,0
Southeast,4-year,Private for-profit,Baccalaureate,0.0,0.0,0.0017458162131659234,0.36105032822757116,0.45679012345679026,0.49693251533742355,0.004608588069695831,0.028664657496997578,0.1815676589106981,0.13,0.48024948024948017,0.0024133947364256437,0.21,0.08445962311679504,0.19,,,0.0,0.0,0.222,0.41000000000000003,0.637,0.37,0.5,0.38,0.308,0.7575757575757577,0.06956521739130435,0.6627906976744186,0.0004929751047572097,1
Southeast,4-year,Private not-for-profit,Baccalaureate,0.0,0.0,0.006389569776805921,0.15827862873814733,0.2574955908289242,0.36809815950920255,0.014562214424390322,0.4527542996986245,1.0,0.49,0.8056133056133056,0.008268844260868189,0.39,0.27013999903114855,0.36,0.016558402033978133,0.73,0.304,0.3,0.43200000000000005,0.27,0.43,0.62,0.62,0.18,0.36600000000000005,0.2828282828282829,0.13043478260869565,0.6627906976744186,0.01577520335223071,0
Southeast,2-year,Public,Associates,1.0,0.0,0.007994309932342274,0.13712618526622902,0.22398589065255736,0.0,0.01637683532764935,0.16908748951983865,0.16878980891719747,0.96,0.43762993762993757,0.007026539429331054,0.09,0.07486799399312116,0.27,,,0.154,0.72,0.154,0.3,0.5870000000000001,0.86,0.423,0.05,0.37,0.6262626262626263,0.20869565217391303,0.2131782945736434,0.013988168597485827,0
Southeast,4-year,Public,Masters,0.0,0.0,0.0444683489986539,0.12837345003646974,0.2751322751322752,0.30674846625766894,0.009786268516563976,0.359140966667422,0.5412842844144028,0.34,0.7525987525987526,0.0539888271692858,0.53,0.14520660756672965,0.5700000000000001,0.000593908842177107,0.18,0.10099999999999999,0.16,0.308,0.18,0.461,0.74,0.711,0.4,0.652,0.5555555555555556,0.10434782608695652,0.7461240310077519,0.07708898200640867,0
Southeast,2-year,Public,Associates,0.0,0.0,0.006277884564515846,0.14296134208606856,0.22398589065255736,0.0,0.007710198320931373,0.16908748951983865,0.16878980891719747,0.54,0.5488565488565489,0.007137318204117805,0.1,0.09855641137431576,0.64,0.00013730150652481506,0.33,0.136,0.68,0.295,0.8,0.528,0.77,0.518,0.24,0.48600000000000004,0.8383838383838385,0.20869565217391303,0.2131782945736434,0.01620655656889327,0
Southeast,2-year,Public,Associates,0.0,0.0,0.05007612228942929,0.11159737417943108,0.22398589065255736,0.0,0.006151915101867725,0.16908748951983865,0.16878980891719747,0.34,0.31185031185031176,0.04753991992277137,0.74,0.08949765053529042,0.52,7.822992813623182e-05,0.2,0.018000000000000002,0.03,0.065,0.02,0.358,0.35000000000000003,0.524,0.26,0.321,0.48484848484848486,0.20869565217391303,0.24031007751937983,0.08010845452304659,0
Southeast,2-year,Public,Associates,0.0,0.0,0.06561800130495353,0.08971553610503284,0.22398589065255736,0.0,0.006089439890800904,0.16908748951983865,0.16878980891719747,0.34,0.3555093555093555,0.06233679912643023,0.8200000000000001,0.10403042193479631,0.7000000000000001,,,0.062000000000000006,0.32,0.133,0.22,0.40299999999999997,0.46,0.5750000000000001,0.49,0.3,0.42424242424242425,0.20869565217391303,0.24612403100775193,0.0881809218634459,0
Southeast,4-year,Private not-for-profit,Baccalaureate,0.0,0.0,0.0019045267779991889,0.10211524434719184,0.2574955908289242,0.36809815950920255,0.02124232903800481,0.4527542996986245,1.0,0.75,0.7453222453222453,0.002452958584563769,0.13,0.47512473962117907,0.78,0.017563417131156864,0.75,0.38,0.42,0.405,0.23,0.479,0.72,0.5970000000000001,0.14,0.459,0.4141414141414142,0.13043478260869565,0.48643410852713176,0.0048065072713827945,0
Southeast,2-year,Public,Associates,1.0,0.0,0.017663898049035686,0.09482129832239242,0.22398589065255736,0.0,0.008946450224768771,0.16908748951983865,0.16878980891719747,0.67,0.5738045738045738,0.021063792748737913,0.42,0.09284018795717677,0.5700000000000001,,,0.184,0.81,0.185,0.43,0.682,0.9500000000000001,0.525,0.27,0.392,0.686868686868687,0.20869565217391303,0.24031007751937983,0.06427162928272122,0
Southeast,4-year,Public,Masters,0.0,0.0,0.011615262078167893,0.10795040116703138,0.2751322751322752,0.30674846625766894,0.007731969985394053,0.359140966667422,0.5412842844144028,0.15,0.8419958419958419,0.013538748832866479,0.13,0.10124497408322435,0.13,3.8715831781706566e-05,0.02,0.179,0.38,0.298,0.15,0.56,0.89,0.578,0.08,0.508,0.30303030303030304,0.10434782608695652,0.7461240310077519,0.017500616218880945,0
Southeast,2-year,Public,Associates,0.0,0.0,0.009093527548039337,0.14879649890590807,0.22398589065255736,0.0,0.006628051937725467,0.16908748951983865,0.16878980891719747,0.4,0.603950103950104,0.010326164364050705,0.18,0.10967398149493776,0.76,,,0.132,0.66,0.20600000000000002,0.52,0.5750000000000001,0.85,0.5700000000000001,0.47000000000000003,0.5479999999999999,0.9090909090909092,0.20869565217391303,0.2131782945736434,0.026620655656889324,0
Southeast,2-year,Public,Associates,0.0,0.0,0.0023218767818199986,0.18672501823486506,0.22398589065255736,0.0,0.023402267471524085,0.16908748951983865,0.16878980891719747,0.98,0.9823284823284822,0.003078067385146149,0.03,0.22598459526231654,1.0,0.0026159130051268543,0.97,0.231,0.88,0.249,0.67,0.44200000000000006,0.56,0.381,0.02,0.75,0.9696969696969697,0.20869565217391303,0.2131782945736434,0.014049790485580478,0
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.009657831778557616,0.0838803792851933,0.2574955908289242,0.36809815950920255,0.021833950354925462,0.4527542996986245,1.0,0.76,0.9449064449064449,0.013040244346326101,0.59,0.15513733468972535,0.15,0.004025648240724665,0.34,0.06,0.02,0.21600000000000003,0.05,0.823,0.97,0.5479999999999999,0.1,0.777,0.8181818181818182,0.13043478260869565,0.6627906976744186,0.02988661572590584,0
Southeast,4-year,Private not-for-profit,Baccalaureate,0.0,0.0,0.008570370500996351,0.1546316557257476,0.2574955908289242,0.36809815950920255,0.0096738131366437,0.4527542996986245,1.0,0.21,0.843035343035343,0.01034990267293358,0.48,0.20425810202005523,0.23,0.005622177386362049,0.43,0.329,0.34,0.493,0.39,0.503,0.77,0.773,0.56,0.5820000000000001,0.5858585858585859,0.13043478260869565,0.6627906976744186,0.01269410894749815,0
Southeast,4-year,Public,Masters,0.0,0.0,0.015253848731197207,0.11232676878191103,0.2751322751322752,0.30674846625766894,0.016690915252376187,0.359140966667422,0.5412842844144028,0.84,0.8939708939708939,0.019164728038107898,0.2,0.16506806181272105,0.72,0.0023429065212228614,0.62,0.23800000000000002,0.55,0.449,0.46,0.414,0.61,0.737,0.49,0.5760000000000001,0.4141414141414142,0.10434782608695652,0.3255813953488372,0.029701750061621887,0
Southeast,2-year,Public,Associates,0.0,0.0,0.022519265699120036,0.1152443471918308,0.22398589065255736,0.0,0.006346724169103358,0.16908748951983865,0.16878980891719747,0.37,0.45634095634095634,0.021119182136131287,0.42,0.0832001162621712,0.4,0.00011095877562179821,0.27,0.022000000000000002,0.05,0.127,0.2,0.523,0.77,0.526,0.28,0.503,0.8585858585858587,0.20869565217391303,0.5581395348837209,0.05133103278284446,0
Southeast,4-year,Public,Masters,0.0,0.0,0.03443431439975077,0.12326768781911014,0.2751322751322752,0.30674846625766894,0.009111346918220896,0.359140966667422,0.5412842844144028,0.27,0.8076923076923076,0.0416132554716802,0.43,0.10478128179043744,0.15,0.0017122775086960947,0.51,0.12300000000000001,0.2,0.322,0.2,0.419,0.64,0.708,0.4,0.6890000000000001,0.6262626262626263,0.10434782608695652,0.7461240310077519,0.06297756963273354,0
Southeast,2-year,Public,Associates,0.0,0.0,0.01652353324986333,0.16921954777534645,0.22398589065255736,0.0,0.0035673345519154805,0.16908748951983865,0.16878980891719747,0.08,0.49272349272349264,0.018800740635237144,0.38,0.1113210289202151,0.79,1.317136545150842e-05,0.04,0.095,0.5,0.24,0.63,0.628,0.91,0.614,0.67,0.36,0.6060606060606061,0.20869565217391303,0.5581395348837209,0.04128666502341632,0
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.010804074746797869,0.11962071480671042,0.2574955908289242,0.36809815950920255,0.016303000987297655,0.4527542996986245,1.0,0.5700000000000001,0.9501039501039501,0.013799870230578106,0.61,0.15923073196725285,0.16,0.0022610844025089455,0.19,0.188,0.12,0.368,0.16,0.507,0.78,0.788,0.6,0.7690000000000001,0.8080808080808082,0.13043478260869565,0.6627906976744186,0.02772984964259305,0
Southeast,2-year,Public,Associates,0.0,0.0,0.007794452184033717,0.13858497447118892,0.22398589065255736,0.0,0.010021591811582336,0.16908748951983865,0.16878980891719747,0.77,0.6434511434511434,0.008632831663738941,0.13,0.10793004892699705,0.75,,,0.171,0.77,0.23399999999999999,0.61,0.56,0.8200000000000001,0.5670000000000001,0.46,0.368,0.6262626262626263,0.20869565217391303,0.2131782945736434,0.026559033768794673,0
Southeast,2-year,Private for-profit,Associates,0.0,0.0,0.0004643753563639998,0.061998541210795045,0.0,1.0000000000000002,0.009475785649444018,0.06757154834470101,0.0,0.88,0.9999999999999999,0.000791276962762506,0.05,0.09511698880976603,0.45,,,0.158,0.17,0.254,0.06,0.645,0.37,0.833,0.88,0.8,0.8989898989898991,0.034782608695652174,1.0,0.006963273354695588,0
Southeast,2-year,Public,Associates,0.0,0.0,0.002903815519541973,0.1787016776075857,0.22398589065255736,0.0,0.006896506026491383,0.16908748951983865,0.16878980891719747,0.43,0.4833679833679833,0.005064172561680039,0.06,0.09368793295548129,0.5700000000000001,,,0.19,0.8200000000000001,0.34299999999999997,0.89,0.701,0.96,0.488,0.14,0.667,0.9595959595959597,0.20869565217391303,0.2131782945736434,0.006408676361843726,0
Southeast,2-year,Public,Associates,1.0,0.0,0.022766148799971783,0.07877461706783372,0.22398589065255736,0.0,0.015250577659053842,0.16908748951983865,0.16878980891719747,0.9500000000000001,0.5395010395010396,0.022068714491446297,0.44,0.09124158310323113,0.54,2.115401117969534e-05,0.06,0.07200000000000001,0.37,0.11,0.13,0.635,0.92,0.41200000000000003,0.04,0.538,0.8989898989898991,0.20869565217391303,0.24031007751937983,0.034200147892531424,0
Southeast,4-year,Private not-for-profit,Masters,0.0,0.0,0.017575725513017205,0.14150255288110866,0.2574955908289242,0.36809815950920255,0.01625926833955088,0.4527542996986245,1.0,0.5700000000000001,0.9438669438669437,0.02426846444792606,0.84,0.314077411228988,0.47000000000000003,0.02417185039723641,0.8200000000000001,0.489,0.6,0.6920000000000001,0.76,0.149,0.06,0.867,0.8,0.637,0.6565656565656566,0.13043478260869565,0.3255813953488372,0.043751540547202365,0
Southeast,4-year,Private not-for-profit,Other,1.0,0.0,0.003285896508955391,0.034281546316557256,0.2574955908289242,0.36809815950920255,0.012116404570534986,0.4527542996986245,1.0,0.35000000000000003,0.7733887733887734,0.003165107851050024,0.17,0.05050138061328295,0.01,,,0.02,0.0,0.113,0.02,0.75,0.93,0.42,0.02,0.81,0.8484848484848485,0.13043478260869565,0.20348837209302326,0.00918166132610303,0
Southeast,2-year,Public,Associates,1.0,0.0,0.029655362947549096,0.07439824945295405,0.22398589065255736,0.0,0.0138971374047608,0.16908748951983865,0.16878980891719747,0.92,0.4667359667359667,0.03222871069331688,0.58,0.08070532383858936,0.35000000000000003,,,0.043,0.18,0.08199999999999999,0.05,0.522,0.76,0.585,0.54,0.414,0.7070707070707072,0.20869565217391303,0.24612403100775193,0.056815380823268424,0
Southeast,2-year,Public,Associates,0.0,0.0,0.013355200122265917,0.1473377097009482,0.22398589065255736,0.0,0.005852412726389813,0.16908748951983865,0.16878980891719747,0.3,0.6580041580041579,0.015746411558973872,0.31,0.1179576611926561,0.8300000000000001,0.0005064988714534601,0.63,0.07,0.36,0.322,0.85,0.574,0.84,0.594,0.58,0.299,0.4141414141414142,0.20869565217391303,0.5581395348837209,0.03672664530441212,0
Southeast,4-year,Public,Research,0.0,0.0,0.06632925976216929,0.12253829321663022,0.2751322751322752,0.30674846625766894,0.01523278168984087,0.359140966667422,0.5412842844144028,0.8,0.7661122661122661,0.08115336530092263,0.68,0.14426197742576177,0.55,0.004530151450746078,0.81,0.141,0.26,0.332,0.21,0.374,0.46,0.679,0.3,0.6859999999999999,0.6161616161616162,0.10434782608695652,0.18410852713178294,0.08731821543012078,0
Southeast,4-year,Private not-for-profit,Masters,0.0,0.0,0.00745939654716349,0.13129102844638948,0.2574955908289242,0.36809815950920255,0.02045097636449174,0.4527542996986245,1.0,0.73,0.9303534303534303,0.009432021396129073,0.44,0.4461803032504965,0.74,0.006334628517602732,0.47000000000000003,0.47100000000000003,0.58,0.563,0.52,0.33299999999999996,0.4,0.756,0.51,0.562,0.5555555555555556,0.13043478260869565,0.20348837209302326,0.02335469558787281,0
Southeast,4-year,Private not-for-profit,Other,0.0,0.0,0.0008111873313700248,0.13274981765134938,0.2574955908289242,0.36809815950920255,0.017964841601675094,0.4527542996986245,1.0,0.65,0.7993762993762994,0.000917881276804507,0.04,0.12505449789274817,0.11,0.004014871668991612,0.34,0.08,0.03,0.24,0.06,0.609,0.87,0.643,0.22,0.35000000000000003,0.25252525252525254,0.13043478260869565,0.20348837209302326,0.0014789253142716292,0
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.004937662017034935,0.08242159008023342,0.2574955908289242,0.36809815950920255,0.02428525045460182,0.4527542996986245,1.0,0.8200000000000001,0.9334719334719334,0.00717688205225593,0.34,0.17516833793537762,0.18,0.007756736854079231,0.53,0.16899999999999998,0.1,0.262,0.07,0.743,0.93,0.612,0.17,0.8790000000000001,0.8989898989898991,0.13043478260869565,0.48643410852713176,0.02323145181168351,0
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.005343255682719947,0.09190371991247265,0.2574955908289242,0.36809815950920255,0.03098372899389352,0.4527542996986245,1.0,0.89,0.9074844074844074,0.004027599740461156,0.21,0.3860872935135397,0.64,0.002434706947097011,0.21,0.8240000000000001,0.9400000000000001,0.8240000000000001,0.91,0.966,1.0,0.329,0.01,0.8109999999999999,0.8484848484848485,0.13043478260869565,0.48643410852713176,0.007641114123736751,0
Southeast,2-year,Public,Associates,1.0,0.0,0.007806208522169516,0.12545587162654995,0.22398589065255736,0.0,0.007411642539560535,0.16908748951983865,0.16878980891719747,0.5,0.5072765072765073,0.009827659877510326,0.16,0.0754493048491014,0.28,,,0.198,0.84,0.327,0.86,0.61,0.89,0.498,0.18,0.644,0.9494949494949496,0.20869565217391303,0.2131782945736434,0.017069263002218386,0
Southeast,4-year,Public,Masters,0.0,0.0,0.09577300862327402,0.1524434719183078,0.2751322751322752,0.30674846625766894,0.007278740726927479,0.359140966667422,0.5412842844144028,0.13,0.5426195426195426,0.1046701166342243,0.76,0.12176040304219349,0.34,1.317136545150842e-05,0.01,0.133,0.23,0.355,0.24,0.47600000000000003,0.78,0.7390000000000001,0.5,0.374,0.12121212121212122,0.10434782608695652,0.7461240310077519,0.10266206556568892,0
Southeast,4-year,Private not-for-profit,Baccalaureate,1.0,0.0,0.01505399098288865,0.09773887673231219,0.2574955908289242,0.36809815950920255,0.03354502332881177,0.4527542996986245,1.0,0.91,0.9532224532224531,0.020359556251879282,0.77,0.10894734292496247,0.08,0.014913977013971626,0.7000000000000001,0.167,0.09,0.438,0.28,0.645,0.89,0.7240000000000001,0.42,1.0,0.9595959595959597,0.13043478260869565,0.6627906976744186,0.048989401035247716,0
Southeast,2-year,Public,Associates,0.0,0.0,0.0203796121584049,0.11743253099927063,0.22398589065255736,0.0,0.00849416756040927,0.16908748951983865,0.16878980891719747,0.63,0.4989604989604988,0.023239804396334805,0.46,0.09693358523470427,0.62,1.9956614320467302e-05,0.06,0.063,0.32,0.139,0.25,0.584,0.86,0.5810000000000001,0.51,0.34600000000000003,0.5656565656565657,0.20869565217391303,0.5581395348837209,0.06192999753512447,0
Pacific,4-year,Public,Masters,0.0,0.0,0.09614921144361954,0.11378555798687091,0.23104056437389775,0.30674846625766894,0.016713822829767355,0.518212820919535,0.5412842844144028,0.84,0.44802494802494797,0.09049043346152019,0.72,0.1098677517802645,0.22,0.0016037135267927525,0.49,0.087,0.11,0.278,0.12,0.247,0.13,0.706,0.39,0.474,0.22222222222222224,0.01739130434782609,0.7461240310077519,0.05860241557801331,0
Pacific,4-year,Public,Research,0.0,1.0,0.04682549479488129,0.11743253099927063,0.23104056437389775,0.30674846625766894,0.027838196776089792,0.518212820919535,0.5412842844144028,0.98,0.43555093555093555,0.04361518618746934,0.45,0.12161507532819843,0.34,0.0049276872080097865,0.8300000000000001,0.141,0.26,0.373,0.28,0.23500000000000001,0.11,0.7690000000000001,0.6,0.6940000000000001,0.6464646464646465,0.01739130434782609,0.18410852713178294,0.032166625585407935,0
Pacific,4-year,Public,Masters,0.0,0.0,0.015412559296030474,0.11451495258935085,0.23104056437389775,0.30674846625766894,0.013277118264627956,0.518212820919535,0.5412842844144028,0.6900000000000001,0.2827442827442827,0.011956194907341467,0.11,0.10642832921571478,0.18,0.0008413708597509015,0.27,0.040999999999999995,0.02,0.122,0.01,0.18300000000000002,0.04,0.716,0.42,0.47500000000000003,0.23232323232323235,0.01739130434782609,0.20348837209302326,0.0029578506285432584,0
Pacific,4-year,Private not-for-profit,Masters,0.0,0.0,0.002139653540715138,0.16338439095550691,0.34744268077601415,0.36809815950920255,0.018415988353106108,0.4811187147356733,1.0,0.66,0.6185031185031185,0.0024450458149361436,0.13,0.17473235479339244,0.18,0.07694951176143065,0.93,0.25,0.2,0.4,0.22,0.27899999999999997,0.29,0.667,0.26,0.376,0.29292929292929293,0.0,0.20348837209302326,0.0024032536356913973,0
Pacific,4-year,Private for-profit,Associates,0.0,0.0,0.01274387053920445,0.24580598103574036,0.5467372134038803,0.49693251533742355,0.0057583212721467525,0.10236568398631347,0.1815676589106981,0.21,0.9999999999999999,0.02334267040149393,0.92,0.07305139756818292,0.07,,,0.219,0.54,0.219,0.4,0.66,0.41000000000000003,0.433,0.28,0.212,0.5757575757575758,0.0,0.2383720930232558,0.007825979788020705,1
